captain_id,city,vehicle_type,signup_month,captain_type,rides_week1,rides_week2,rides_week3,rides_week4,ride_decay_rate,night_rides_ratio,peak_hour_ratio,cancellation_rate,avg_ride_duration,avg_fare_per_km,petrol_cost_sensitivity,estimated_daily_earnings,zone_switches,incentive_claimed,streak_completed,app_opens_per_day,support_tickets,payment_method_pref,is_churned
CAP05284,Hyderabad,bike,12,parttime,25,18,12,7,0.692,0.867,0.274,0.22,23.3,7.21,0.464,52.0,2,0,0,9,0,qr_scan,0
CAP05285,Chennai,auto,2,parttime,30,26,19,11,0.613,0.72,0.593,0.14,24.3,16.35,0.397,206.0,4,0,0,6,2,gpay,0
CAP05286,Delhi,bike,2,fulltime,76,47,34,29,0.61,0.36,0.188,0.22,12.9,8.33,0.779,251.0,1,0,0,4,0,paytm,0
CAP05287,Bengaluru,auto,4,fulltime,74,50,46,16,0.773,0.591,0.129,0.14,21.9,18.16,0.216,333.0,4,0,0,3,0,qr_scan,0
CAP05288,Bengaluru,bike,3,parttime,34,32,16,11,0.657,0.452,0.174,0.176,13.1,10.83,0.826,131.0,1,0,0,6,0,paytm,0
CAP05289,Chennai,auto,9,fulltime,77,47,36,30,0.603,0.573,0.787,0.14,20.7,19.84,0.45,682.0,3,1,1,3,3,amazon_pay,0
CAP05290,Bengaluru,bike,7,parttime,30,19,9,5,0.806,0.866,0.569,0.08,14.4,10.42,0.487,64.0,2,1,0,8,0,qr_scan,1
CAP05291,Bengaluru,auto,6,fulltime,67,56,30,26,0.603,0.623,0.442,0.14,23.5,26.0,0.438,775.0,5,1,0,3,0,cash,0
CAP05292,Bengaluru,bike,10,fulltime,69,56,44,31,0.543,0.714,0.207,0.102,18.0,9.12,0.274,339.0,1,0,1,5,1,paytm,0
CAP05293,Bengaluru,bike,12,parttime,24,20,15,7,0.68,0.433,0.281,0.08,11.6,7.84,0.67,67.0,2,0,0,4,0,gpay,1
CAP05294,Chennai,bike,8,parttime,30,27,18,8,0.71,0.587,0.309,0.087,15.6,9.49,0.459,92.0,1,0,1,10,1,paytm,0
CAP05295,Bengaluru,auto,9,fulltime,87,52,43,16,0.807,0.188,0.708,0.126,23.9,17.08,0.381,318.0,0,1,0,7,0,amazon_pay,0
CAP05296,Hyderabad,auto,3,parttime,19,14,11,8,0.55,0.945,0.219,0.14,15.9,22.74,0.534,209.0,0,1,1,11,0,paytm,0
CAP05297,Chennai,bike,12,fulltime,74,48,23,17,0.76,0.296,0.473,0.203,17.2,13.46,0.383,243.0,4,0,1,3,0,gpay,0
CAP05298,Hyderabad,bike,10,fulltime,80,56,43,35,0.556,0.13,0.015,0.153,15.3,8.8,0.46,348.0,2,1,0,3,0,gpay,0
CAP05299,Bengaluru,bike,7,parttime,26,17,10,9,0.63,0.874,0.191,0.195,9.6,12.18,0.351,118.0,3,1,0,3,1,cash,1
CAP05300,Pune,auto,9,parttime,33,30,20,10,0.676,0.817,0.063,0.04,36.1,22.28,0.247,285.0,4,1,0,4,0,gpay,1
CAP05301,Bengaluru,bike,1,fulltime,78,72,51,25,0.671,0.219,0.647,0.22,9.6,14.16,0.245,368.0,0,1,1,9,0,gpay,0
CAP05302,Chennai,bike,10,parttime,24,17,10,5,0.76,0.464,0.705,0.22,15.1,14.26,0.031,74.0,2,1,1,8,0,paytm,1
CAP05303,Pune,bike,9,fulltime,76,63,42,28,0.623,0.421,0.127,0.22,18.8,9.77,0.203,285.0,1,0,0,8,1,amazon_pay,1
CAP05304,Hyderabad,bike,7,parttime,37,23,16,10,0.711,0.761,0.273,0.102,14.9,8.67,0.711,104.0,1,1,1,6,3,gpay,0
CAP05305,Hyderabad,bike,10,parttime,27,18,8,3,0.857,0.476,0.43,0.107,20.2,8.93,0.385,32.0,2,1,0,6,1,gpay,0
CAP05306,Hyderabad,bike,4,fulltime,87,70,51,24,0.716,0.136,0.4,0.22,13.8,11.94,0.545,298.0,0,0,0,7,0,gpay,0
CAP05307,Hyderabad,auto,11,fulltime,88,72,44,30,0.652,0.683,0.235,0.047,21.8,18.52,0.096,706.0,1,1,1,5,1,gpay,0
CAP05308,Pune,auto,12,parttime,18,16,11,10,0.421,0.691,0.333,0.064,21.6,17.18,0.295,214.0,2,1,0,9,0,gpay,1
CAP05309,Pune,bike,6,parttime,27,22,14,11,0.571,0.953,0.304,0.08,17.5,11.12,0.163,150.0,2,0,0,4,0,gpay,1
CAP05310,Bengaluru,auto,11,parttime,30,26,14,13,0.548,0.604,0.423,0.14,21.4,19.09,0.273,285.0,5,0,0,7,3,paytm,0
CAP05311,Chennai,bike,11,parttime,29,25,12,9,0.667,0.763,0.446,0.22,23.5,11.76,0.233,110.0,2,1,0,4,1,gpay,0
CAP05312,Delhi,bike,6,fulltime,81,53,47,44,0.451,0.62,0.066,0.22,10.7,11.88,0.255,544.0,3,1,0,5,0,gpay,1
CAP05313,Delhi,bike,6,parttime,34,29,18,8,0.743,0.345,0.945,0.22,12.3,9.1,0.503,76.0,4,0,0,5,1,gpay,1
CAP05314,Hyderabad,bike,2,parttime,24,15,11,9,0.6,0.961,0.283,0.22,16.6,11.04,0.562,103.0,2,1,1,6,2,gpay,1
CAP05315,Hyderabad,auto,5,parttime,28,15,7,5,0.793,0.498,0.458,0.084,23.1,15.75,0.485,96.0,2,0,1,3,1,amazon_pay,1
CAP05316,Bengaluru,bike,7,parttime,30,23,15,10,0.645,0.681,0.707,0.22,20.3,11.13,0.006,116.0,1,0,0,9,2,gpay,1
CAP05317,Delhi,bike,6,fulltime,89,61,49,37,0.578,0.234,0.238,0.22,16.2,10.35,0.32,398.0,1,0,1,4,1,gpay,0
CAP05318,Bengaluru,auto,3,fulltime,93,76,71,49,0.468,0.579,0.193,0.14,23.8,22.59,0.272,1269.0,1,0,1,8,1,amazon_pay,0
CAP05319,Hyderabad,bike,11,parttime,28,17,12,6,0.759,0.402,0.353,0.197,18.8,9.92,0.504,64.0,4,0,1,10,0,gpay,1
CAP05320,Bengaluru,auto,12,parttime,23,14,7,5,0.75,0.906,0.269,0.14,23.6,25.6,0.423,147.0,0,0,0,11,0,qr_scan,0
CAP05321,Bengaluru,auto,5,parttime,33,30,13,7,0.765,0.746,0.342,0.14,26.2,20.06,0.622,161.0,4,0,1,8,1,gpay,1
CAP05322,Hyderabad,bike,8,fulltime,73,59,36,21,0.703,0.321,0.231,0.141,12.4,10.11,0.681,243.0,2,0,0,6,2,qr_scan,0
CAP05323,Delhi,auto,11,fulltime,78,45,29,23,0.696,0.891,0.427,0.14,24.3,22.15,0.344,584.0,4,1,0,5,1,qr_scan,1
CAP05324,Bengaluru,bike,5,fulltime,59,40,27,25,0.567,0.165,0.342,0.214,15.0,9.37,0.331,245.0,1,1,0,5,0,paytm,0
CAP05325,Hyderabad,bike,12,parttime,29,23,10,5,0.8,0.317,0.408,0.22,16.9,11.45,0.369,60.0,4,0,0,6,1,qr_scan,1
CAP05326,Bengaluru,bike,10,parttime,23,19,15,14,0.375,0.387,0.796,0.114,16.3,9.64,0.718,159.0,4,0,0,5,0,gpay,1
CAP05327,Bengaluru,bike,3,fulltime,80,59,45,39,0.506,0.581,0.22,0.22,11.4,12.53,0.211,508.0,1,1,1,5,1,cash,0
CAP05328,Hyderabad,auto,9,parttime,19,12,5,2,0.85,0.709,0.149,0.14,31.7,18.59,0.011,43.0,2,1,1,9,2,qr_scan,1
CAP05329,Hyderabad,bike,11,parttime,23,18,11,4,0.792,0.461,0.359,0.201,20.2,8.28,0.227,35.0,4,1,0,4,0,gpay,0
CAP05330,Bengaluru,bike,3,parttime,27,15,9,7,0.714,0.431,0.256,0.22,20.1,12.35,0.65,90.0,1,1,0,9,0,gpay,1
CAP05331,Bengaluru,auto,2,parttime,30,26,15,5,0.806,0.321,0.49,0.14,18.3,16.49,0.425,95.0,2,1,0,3,0,amazon_pay,0
CAP05332,Bengaluru,bike,6,parttime,27,23,13,12,0.536,0.427,0.195,0.22,10.5,8.54,0.697,107.0,3,1,0,6,0,paytm,0
CAP05333,Bengaluru,bike,8,parttime,24,15,10,4,0.8,0.608,0.244,0.22,18.7,10.49,0.521,44.0,0,0,0,8,1,gpay,1
CAP05334,Delhi,bike,6,fulltime,82,47,37,13,0.831,0.148,0.439,0.22,15.9,12.24,0.16,165.0,2,0,1,7,3,cash,0
CAP05335,Delhi,auto,1,parttime,28,16,12,8,0.69,0.658,0.403,0.14,28.2,24.06,0.356,221.0,3,0,0,5,1,qr_scan,1
CAP05336,Bengaluru,bike,8,parttime,23,16,10,6,0.708,0.749,0.646,0.148,20.3,14.69,0.639,100.0,1,1,0,4,1,paytm,0
CAP05337,Hyderabad,bike,1,fulltime,72,44,33,29,0.589,0.658,0.167,0.22,11.3,10.27,0.234,310.0,3,0,0,9,1,paytm,0
CAP05338,Delhi,bike,9,parttime,33,23,11,4,0.853,0.738,0.416,0.146,24.2,12.85,0.798,59.0,6,1,0,4,2,amazon_pay,1
CAP05339,Bengaluru,bike,8,parttime,25,14,11,5,0.769,0.284,0.206,0.22,16.9,8.95,0.434,47.0,3,1,0,6,0,qr_scan,1
CAP05340,Pune,bike,6,parttime,22,15,10,7,0.652,0.382,0.246,0.22,22.2,13.53,0.168,98.0,5,1,1,3,0,gpay,1
CAP05341,Delhi,bike,2,fulltime,89,81,40,23,0.733,0.74,0.456,0.08,14.5,8.75,0.288,247.0,2,0,0,2,0,paytm,0
CAP05342,Bengaluru,bike,9,parttime,24,19,12,8,0.64,0.532,0.645,0.08,13.6,8.16,0.101,80.0,2,1,0,3,1,gpay,1
CAP05343,Bengaluru,bike,8,fulltime,72,41,32,11,0.836,0.072,0.495,0.22,18.5,12.19,0.82,139.0,1,1,0,6,2,gpay,1
CAP05344,Delhi,bike,4,fulltime,79,46,23,19,0.75,0.503,0.631,0.22,15.3,9.66,0.395,191.0,0,1,0,7,0,amazon_pay,0
CAP05345,Hyderabad,auto,2,parttime,42,31,26,13,0.674,0.908,0.329,0.14,29.1,17.99,0.127,268.0,3,1,0,7,0,gpay,0
CAP05346,Bengaluru,bike,6,parttime,30,19,15,10,0.645,0.454,0.726,0.141,16.8,8.91,0.444,102.0,5,1,0,10,0,amazon_pay,1
CAP05347,Bengaluru,bike,1,parttime,33,23,11,8,0.735,0.766,0.119,0.22,21.4,10.52,0.307,88.0,5,0,0,6,1,paytm,1
CAP05348,Hyderabad,bike,7,parttime,32,27,25,11,0.636,0.676,0.622,0.22,22.1,11.12,0.716,127.0,2,0,0,7,2,gpay,1
CAP05349,Chennai,bike,1,parttime,24,16,14,5,0.76,0.24,0.59,0.094,23.2,12.6,0.774,76.0,4,0,1,6,0,amazon_pay,1
CAP05350,Chennai,bike,6,parttime,23,15,7,2,0.875,0.809,0.389,0.22,15.6,11.94,0.259,25.0,3,0,1,3,1,qr_scan,1
CAP05351,Delhi,bike,5,parttime,32,29,15,5,0.818,0.782,0.072,0.22,16.4,11.78,0.217,61.0,3,1,0,7,1,paytm,1
CAP05352,Bengaluru,bike,12,fulltime,74,61,38,34,0.533,0.315,0.187,0.09,18.3,9.42,0.531,389.0,1,0,0,10,1,gpay,0
CAP05353,Hyderabad,auto,10,parttime,22,17,16,10,0.522,0.559,0.233,0.082,33.2,20.85,0.189,255.0,1,1,1,7,2,amazon_pay,0
CAP05354,Hyderabad,bike,3,fulltime,83,48,38,14,0.821,0.392,0.443,0.179,17.1,9.3,0.56,143.0,1,1,0,6,2,amazon_pay,0
CAP05355,Hyderabad,auto,6,fulltime,69,51,46,43,0.371,0.64,0.389,0.14,20.9,14.23,0.381,702.0,1,0,0,4,0,gpay,1
CAP05356,Bengaluru,bike,4,parttime,34,30,17,6,0.8,0.787,0.648,0.22,18.0,11.33,0.189,71.0,7,1,1,9,2,gpay,1
CAP05357,Delhi,auto,12,parttime,17,14,12,10,0.389,0.521,0.357,0.113,18.0,15.89,0.201,188.0,1,0,0,4,2,amazon_pay,1
CAP05358,Pune,bike,6,parttime,29,16,8,3,0.867,0.729,0.365,0.22,16.8,14.59,0.45,46.0,4,1,0,6,0,paytm,1
CAP05359,Hyderabad,bike,4,parttime,25,21,19,14,0.423,0.876,0.101,0.22,20.9,14.76,0.24,215.0,5,1,0,6,1,paytm,0
CAP05360,Chennai,auto,1,fulltime,92,82,41,20,0.774,0.25,0.276,0.107,24.8,15.51,0.301,369.0,1,1,0,4,0,amazon_pay,0
CAP05361,Bengaluru,bike,5,fulltime,74,47,31,29,0.6,0.633,0.121,0.22,15.2,10.38,0.504,313.0,5,0,0,3,0,paytm,0
CAP05362,Hyderabad,bike,8,fulltime,74,56,48,21,0.707,0.388,0.559,0.22,20.9,9.67,0.497,211.0,1,0,1,7,1,gpay,1
CAP05363,Chennai,bike,6,fulltime,74,66,57,31,0.573,0.736,0.603,0.08,18.6,10.23,0.513,389.0,1,1,0,4,3,gpay,0
CAP05364,Hyderabad,auto,10,parttime,37,33,29,12,0.658,0.702,0.521,0.117,26.9,18.43,0.167,260.0,1,0,0,7,1,gpay,1
CAP05365,Delhi,bike,9,fulltime,94,67,39,25,0.726,0.207,0.381,0.105,18.9,12.72,0.292,379.0,3,0,1,5,1,gpay,0
CAP05366,Chennai,auto,4,parttime,30,22,17,10,0.645,0.733,0.278,0.14,18.9,17.78,0.259,204.0,5,1,1,10,2,paytm,1
CAP05367,Hyderabad,bike,10,parttime,31,18,9,7,0.75,0.474,0.079,0.211,16.4,16.0,0.528,118.0,1,0,1,5,1,qr_scan,0
CAP05368,Chennai,bike,9,parttime,25,19,13,11,0.538,0.467,0.342,0.22,14.6,14.54,0.618,166.0,3,1,1,6,0,paytm,1
CAP05369,Bengaluru,bike,8,fulltime,73,65,56,48,0.338,0.037,0.657,0.22,14.5,11.21,0.613,560.0,3,1,0,6,1,amazon_pay,0
CAP05370,Hyderabad,bike,3,parttime,27,16,10,3,0.857,0.429,0.324,0.22,13.3,9.27,0.29,29.0,5,1,0,5,0,gpay,1
CAP05371,Bengaluru,bike,6,parttime,16,11,5,2,0.824,0.428,0.61,0.181,17.7,8.8,0.435,19.0,3,1,0,9,1,gpay,1
CAP05372,Hyderabad,bike,4,fulltime,75,60,27,19,0.737,0.417,0.672,0.178,21.7,10.33,0.112,215.0,2,1,1,6,1,cash,1
CAP05373,Pune,bike,1,parttime,33,18,16,11,0.647,0.281,0.584,0.22,18.1,8.77,0.193,100.0,1,1,1,5,2,paytm,1
CAP05374,Hyderabad,bike,9,fulltime,62,35,17,14,0.762,0.739,0.281,0.22,12.7,9.72,0.737,142.0,1,1,1,6,1,gpay,1
CAP05375,Pune,bike,4,parttime,33,29,25,20,0.382,0.625,0.117,0.22,20.4,9.77,0.363,203.0,2,0,0,7,0,gpay,0
CAP05376,Hyderabad,auto,11,parttime,31,29,14,6,0.781,0.424,0.272,0.053,26.2,18.92,0.345,143.0,3,1,0,3,2,gpay,0
CAP05377,Bengaluru,auto,5,parttime,32,27,15,8,0.727,0.815,0.073,0.054,33.5,22.34,0.29,225.0,4,1,0,6,1,paytm,1
CAP05378,Pune,auto,3,parttime,25,23,18,12,0.5,0.221,0.117,0.14,34.2,25.03,0.228,344.0,4,0,0,8,0,paytm,1
CAP05379,Bengaluru,bike,4,parttime,17,10,5,4,0.722,0.614,0.485,0.207,21.9,10.34,0.228,44.0,0,1,0,4,0,gpay,1
CAP05380,Bengaluru,auto,9,parttime,26,23,20,13,0.481,0.803,0.654,0.04,21.0,15.92,0.377,265.0,3,1,0,8,0,cash,1
CAP05381,Hyderabad,bike,7,parttime,26,23,12,9,0.63,0.782,0.253,0.22,11.9,7.9,0.194,74.0,2,0,0,5,0,paytm,1
CAP05382,Bengaluru,bike,8,parttime,26,17,10,5,0.778,0.569,0.436,0.22,14.2,9.97,0.838,52.0,1,1,0,8,2,gpay,1
CAP05383,Bengaluru,auto,3,parttime,33,26,22,8,0.735,0.599,0.272,0.14,27.1,22.42,0.316,206.0,2,1,0,5,0,gpay,0
CAP05384,Chennai,auto,3,fulltime,82,55,34,20,0.747,0.601,0.505,0.099,23.5,22.13,0.408,532.0,1,1,1,5,0,qr_scan,0
CAP05385,Hyderabad,bike,7,fulltime,69,40,29,12,0.814,0.484,0.719,0.22,15.7,14.35,0.49,179.0,2,1,0,1,2,gpay,1
CAP05386,Hyderabad,bike,8,fulltime,80,70,42,23,0.704,0.361,0.553,0.098,18.9,13.11,0.603,363.0,0,1,0,5,2,paytm,0
CAP05387,Delhi,bike,5,parttime,22,20,13,6,0.696,0.339,0.565,0.08,14.6,13.52,0.13,100.0,4,0,0,8,0,amazon_pay,0
CAP05388,Hyderabad,bike,1,fulltime,81,48,32,15,0.805,0.07,0.534,0.209,12.7,12.1,0.061,191.0,2,0,0,8,2,gpay,0
CAP05389,Pune,auto,3,parttime,29,23,15,11,0.6,0.449,0.488,0.14,20.7,23.77,0.302,300.0,2,0,0,5,1,amazon_pay,1
CAP05390,Bengaluru,bike,5,fulltime,68,63,39,18,0.725,0.471,0.639,0.22,10.8,10.31,0.49,193.0,1,0,0,12,0,gpay,0
CAP05391,Hyderabad,auto,3,fulltime,78,51,41,31,0.595,0.372,0.472,0.04,22.6,16.41,0.163,651.0,0,0,0,2,1,cash,0
CAP05392,Pune,bike,1,parttime,25,21,13,4,0.808,0.623,0.215,0.19,19.2,8.38,0.143,36.0,2,0,0,4,1,qr_scan,1
CAP05393,Hyderabad,auto,7,fulltime,79,56,29,21,0.725,0.261,0.405,0.14,22.5,20.24,0.341,487.0,2,0,0,3,1,amazon_pay,1
CAP05394,Chennai,auto,1,parttime,29,16,11,4,0.833,0.624,0.205,0.14,24.9,23.98,0.667,110.0,3,1,0,2,2,gpay,0
CAP05395,Hyderabad,bike,10,parttime,18,14,8,3,0.789,0.482,0.36,0.08,16.2,10.03,0.34,37.0,3,0,0,11,1,paytm,1
CAP05396,Bengaluru,bike,6,fulltime,83,53,24,15,0.81,0.769,0.504,0.22,15.0,8.81,0.076,137.0,1,1,0,3,1,paytm,0
CAP05397,Hyderabad,auto,6,parttime,27,21,9,8,0.679,0.736,0.113,0.14,31.9,15.8,0.512,145.0,1,1,1,2,1,gpay,0
CAP05398,Hyderabad,bike,7,parttime,26,15,10,7,0.704,0.571,0.196,0.22,19.1,10.52,0.522,77.0,3,0,0,5,0,qr_scan,0
CAP05399,Pune,bike,12,parttime,35,20,18,6,0.806,0.593,0.206,0.132,14.0,11.99,0.664,83.0,4,0,0,6,0,gpay,1
CAP05400,Bengaluru,bike,11,parttime,25,13,6,4,0.808,0.679,0.704,0.131,13.9,8.64,0.833,40.0,3,0,0,6,0,amazon_pay,1
CAP05401,Delhi,bike,1,fulltime,80,50,30,16,0.79,0.064,0.587,0.124,21.1,11.73,0.875,219.0,2,0,0,8,1,cash,0
CAP05402,Delhi,auto,11,fulltime,93,56,26,24,0.734,0.791,0.179,0.14,24.0,13.0,0.704,358.0,3,0,0,7,1,paytm,1
CAP05403,Bengaluru,bike,3,parttime,26,17,13,9,0.63,0.444,0.282,0.22,16.0,10.8,0.394,101.0,1,1,1,4,2,gpay,1
CAP05404,Bengaluru,auto,12,parttime,23,14,10,9,0.583,0.546,0.186,0.14,22.4,21.56,0.391,222.0,3,0,0,4,1,gpay,1
CAP05405,Pune,bike,9,fulltime,76,49,28,10,0.857,0.579,0.395,0.22,11.6,9.59,0.312,100.0,2,1,0,8,0,qr_scan,0
CAP05406,Delhi,auto,2,fulltime,66,39,32,18,0.716,0.687,0.261,0.04,22.7,18.18,0.493,419.0,2,1,0,6,0,qr_scan,0
CAP05407,Hyderabad,bike,5,parttime,23,14,6,3,0.833,0.645,0.664,0.21,14.5,9.87,0.305,31.0,4,1,0,9,0,paytm,1
CAP05408,Bengaluru,bike,3,fulltime,79,52,26,14,0.812,0.37,0.085,0.22,20.4,12.63,0.412,184.0,2,0,1,5,0,amazon_pay,1
CAP05409,Hyderabad,bike,12,fulltime,83,60,28,14,0.821,0.183,0.315,0.22,22.5,12.0,0.467,175.0,1,1,0,5,1,gpay,0
CAP05410,Chennai,auto,12,fulltime,91,59,36,18,0.793,0.413,0.087,0.14,18.9,13.96,0.26,288.0,1,1,0,9,0,cash,1
CAP05411,Bengaluru,bike,5,parttime,32,19,13,8,0.727,0.527,0.333,0.22,14.6,14.35,0.565,119.0,4,1,0,9,0,qr_scan,0
CAP05412,Chennai,auto,7,fulltime,81,65,38,31,0.61,0.555,0.172,0.108,22.3,16.86,0.441,622.0,0,0,0,7,0,paytm,0
CAP05413,Bengaluru,bike,1,parttime,24,16,9,6,0.72,0.867,0.462,0.08,13.1,12.47,0.065,92.0,4,0,1,6,0,gpay,0
CAP05414,Bengaluru,bike,3,parttime,32,25,18,10,0.667,0.63,0.725,0.118,21.9,9.71,0.536,114.0,2,0,0,12,1,paytm,0
CAP05415,Hyderabad,auto,11,parttime,26,18,10,7,0.704,0.85,0.095,0.079,22.3,20.0,0.574,172.0,5,1,0,4,0,qr_scan,1
CAP05416,Hyderabad,bike,6,parttime,33,23,13,11,0.647,0.897,0.639,0.22,8.3,8.9,0.135,102.0,6,1,0,8,2,gpay,1
CAP05417,Bengaluru,bike,7,parttime,28,19,17,8,0.69,0.725,0.068,0.22,17.8,8.58,0.375,71.0,3,0,1,5,1,gpay,1
CAP05418,Hyderabad,bike,10,parttime,30,26,21,13,0.548,0.707,0.415,0.083,21.6,12.91,0.692,205.0,3,1,0,7,0,gpay,1
CAP05419,Bengaluru,bike,3,fulltime,90,63,44,39,0.56,0.33,0.521,0.22,20.0,12.56,0.185,509.0,2,0,0,9,1,qr_scan,0
CAP05420,Bengaluru,bike,4,fulltime,86,67,53,41,0.517,0.266,0.603,0.182,19.8,11.17,0.479,499.0,1,1,0,6,3,qr_scan,1
CAP05421,Bengaluru,bike,6,fulltime,74,54,36,16,0.773,0.113,0.092,0.22,13.6,10.12,0.22,168.0,2,0,0,6,0,gpay,0
CAP05422,Delhi,bike,5,fulltime,84,66,59,48,0.424,0.23,0.248,0.108,15.4,9.06,0.437,517.0,0,1,0,7,1,gpay,0
CAP05423,Hyderabad,bike,11,parttime,24,15,8,6,0.72,0.282,0.235,0.22,10.5,11.51,0.435,72.0,2,1,1,9,0,paytm,0
CAP05424,Hyderabad,auto,9,parttime,25,14,7,5,0.769,0.742,0.015,0.091,23.1,17.12,0.727,104.0,1,0,0,8,1,gpay,1
CAP05425,Hyderabad,bike,12,fulltime,82,64,30,21,0.735,0.307,0.398,0.22,17.3,13.24,0.527,289.0,2,0,1,8,0,gpay,0
CAP05426,Delhi,bike,1,parttime,33,31,16,6,0.794,0.37,0.821,0.124,15.0,10.65,0.286,75.0,2,1,0,8,0,cash,0
CAP05427,Bengaluru,bike,5,parttime,25,16,8,5,0.769,0.445,0.269,0.22,20.9,9.18,0.198,48.0,3,1,0,4,3,gpay,1
CAP05428,Chennai,auto,11,parttime,35,19,16,6,0.806,0.891,0.609,0.04,24.5,14.16,0.11,109.0,4,1,1,4,0,gpay,1
CAP05429,Chennai,bike,1,parttime,23,21,14,9,0.583,0.515,0.163,0.08,21.7,13.07,0.467,144.0,5,1,0,3,0,gpay,1
CAP05430,Chennai,bike,8,fulltime,71,42,23,13,0.806,0.111,0.2,0.112,18.9,12.81,0.099,197.0,2,1,0,4,1,gpay,0
CAP05431,Bengaluru,auto,7,parttime,20,17,14,4,0.762,0.83,0.426,0.04,24.8,22.9,0.485,117.0,4,0,1,6,1,amazon_pay,1
CAP05432,Chennai,bike,5,parttime,33,24,11,8,0.735,0.618,0.737,0.22,20.0,13.82,0.275,115.0,4,1,1,1,0,paytm,1
CAP05433,Bengaluru,auto,6,parttime,32,19,11,8,0.727,0.42,0.468,0.127,25.5,19.78,0.043,184.0,0,1,0,6,0,gpay,1
CAP05434,Hyderabad,bike,4,parttime,34,21,19,9,0.714,0.592,0.203,0.08,9.4,13.8,0.425,152.0,2,1,0,5,0,gpay,1
CAP05435,Chennai,bike,9,parttime,39,29,27,19,0.5,0.812,0.289,0.209,23.6,12.27,0.553,246.0,4,0,1,5,1,amazon_pay,0
CAP05436,Bengaluru,auto,3,parttime,24,20,12,8,0.64,0.621,0.492,0.11,23.0,21.01,0.14,199.0,3,1,0,13,2,gpay,1
CAP05437,Pune,bike,2,parttime,36,31,26,17,0.514,0.603,0.412,0.22,15.9,9.68,0.15,171.0,4,0,1,9,1,gpay,1
CAP05438,Bengaluru,bike,7,fulltime,98,63,33,19,0.798,0.339,0.273,0.22,15.6,13.9,0.308,275.0,2,0,1,5,1,gpay,0
CAP05439,Pune,bike,2,parttime,24,20,17,6,0.72,0.739,0.34,0.22,17.0,9.89,0.388,62.0,1,0,0,5,0,paytm,0
CAP05440,Hyderabad,auto,6,parttime,25,18,15,14,0.423,0.64,0.61,0.14,20.9,15.4,0.38,247.0,3,1,0,8,1,paytm,0
CAP05441,Bengaluru,bike,11,fulltime,62,49,38,24,0.603,0.202,0.374,0.186,17.2,12.36,0.189,322.0,2,0,0,6,0,paytm,0
CAP05442,Bengaluru,bike,8,parttime,29,17,14,5,0.8,0.48,0.611,0.22,23.6,13.73,0.486,71.0,2,1,1,10,1,gpay,1
CAP05443,Delhi,bike,3,fulltime,87,62,45,17,0.795,0.239,0.345,0.204,28.6,10.03,0.333,181.0,0,0,1,4,0,cash,1
CAP05444,Bengaluru,bike,3,fulltime,79,47,28,22,0.712,0.061,0.147,0.22,12.4,13.09,0.194,299.0,1,1,0,4,1,qr_scan,0
CAP05445,Bengaluru,bike,3,fulltime,80,60,46,25,0.679,0.065,0.283,0.22,13.7,10.72,0.44,279.0,1,0,0,3,0,cash,0
CAP05446,Bengaluru,bike,1,fulltime,82,47,36,21,0.735,0.254,0.104,0.22,10.1,8.62,0.674,188.0,3,0,1,9,0,amazon_pay,0
CAP05447,Chennai,bike,9,parttime,25,15,11,7,0.692,0.713,0.404,0.22,22.0,14.79,0.122,108.0,1,1,0,9,2,gpay,1
CAP05448,Hyderabad,bike,5,parttime,29,19,16,5,0.8,0.67,0.053,0.22,19.5,13.0,0.547,68.0,2,1,1,10,1,paytm,1
CAP05449,Bengaluru,bike,9,parttime,39,29,13,8,0.775,0.96,0.173,0.22,19.2,13.2,0.456,110.0,3,0,1,3,3,gpay,1
CAP05450,Bengaluru,bike,5,parttime,23,13,10,7,0.667,0.583,0.563,0.13,20.5,10.35,0.391,84.0,3,1,1,10,0,gpay,1
CAP05451,Bengaluru,bike,7,parttime,26,23,16,9,0.63,0.514,0.216,0.22,13.3,8.79,0.857,82.0,3,1,0,8,1,gpay,1
CAP05452,Bengaluru,auto,1,fulltime,79,52,29,12,0.838,0.142,0.266,0.14,21.8,26.0,0.252,358.0,2,0,1,5,4,gpay,0
CAP05453,Hyderabad,bike,9,fulltime,79,61,30,25,0.675,0.213,0.6,0.22,18.2,11.58,0.388,301.0,1,0,0,7,1,gpay,0
CAP05454,Chennai,bike,1,fulltime,93,56,38,22,0.755,0.594,0.833,0.187,22.3,11.65,0.505,278.0,1,0,0,5,0,paytm,0
CAP05455,Bengaluru,bike,4,parttime,37,31,17,16,0.553,0.459,0.407,0.22,18.6,10.28,0.109,171.0,6,1,1,9,0,qr_scan,0
CAP05456,Hyderabad,auto,7,parttime,28,21,17,11,0.586,0.69,0.413,0.14,31.1,20.99,0.141,265.0,7,0,0,9,2,paytm,0
CAP05457,Hyderabad,bike,11,fulltime,76,70,48,20,0.727,0.375,0.252,0.22,13.7,10.19,0.379,212.0,1,1,1,7,0,gpay,0
CAP05458,Delhi,bike,12,parttime,27,22,20,7,0.714,0.556,0.33,0.22,16.3,9.28,0.532,68.0,2,1,1,4,0,amazon_pay,1
CAP05459,Delhi,bike,9,parttime,19,17,15,7,0.6,0.913,0.872,0.22,8.9,13.56,0.582,99.0,3,0,1,7,1,qr_scan,0
